ID,comment,stars,label
正***吖,搞我心态，刚买完就出了个300元立减优惠券活动,1,1
j***d,拍照有绿色的点，还有比较卡顿。,1,1
j***1,开票问题弄不临清，明明是增票，又变个人普票,1,1
181*****659_p,外包装破损退货，从深圳到广州退货要3天,1,1
jd_135367tot,刚买 到货第二天，可以领券-300真有趣,1,1
j***H,感谢老板摄像头里送了一根毛。。。,1,1
jd_153321mdz,感觉越来越一般，为了性能忍受苹果的态度,1,1
张博很好,买完就降价，还不补差价，后悔苹果了。,1,1
j***c,不给带发票 不知道背地里要搞什么事情勒，,1,1
Luck丶绯,用了不到20天听筒网就掉漆了,1,1
j***t,刚买不到一个月就降价吧 保价就七天,1,1
jd_485*****7024f,加音量键陷进去了，服了还不到一个月就这样,1,1
廖***波,京东自营的电子产品出库前都不会自检吗？收到机器外观掉漆。,1,1
刘巧艺,充电器都没有，请问我要怎么退货,1,1
j***e,闪光灯处有瑕疵，和同事对比了才发现。,1,1
j***2,头天晚上买，第二天就降价300，还不能价保，劝各位等等再买吧，万一明天又降价了呢,1,1
w***-,开机闪黑屏退货就没动静了！让人以后还咋相信,1,1
jd_186321mmn,收到物品不满意,1,1
j***u,拍照效果：差屏幕音效：差,1,1
186103456jd,刚买就卡了，不开心。送人的，就不退了。,1,1
Mupeng136*****693,为什么防伪标识会出现损坏？,1,1
U***l,手机没啥，线不是原装的，线是假的，京东货源是不是有说道？,1,1
张JCHENG,买了不到两个月电池掉到98,1,1
j***4,刚买过来充电线就不能用晕死,1,1
YUdbtEPmEpvl,手机电也不耐用 还是实体店好,1,1
j***9,手机容易发烫，在不充电的情况下,1,1
jd_134232rdqz,手机充电发烫 已申请收货换货中。。,1,1
房东的猫1997,屏幕发绿怎么处理,1,1
1***5,手机用一会就发热,1,1
jd_188758ggh,"套餐优惠，怎么每月还款70,套路贷？",1,1
j***7,刚买回来下载东西。 卡死机两次,1,1
jd_133756nyy,收货当天无条件退货，未拆封，商家不给处理,1,1
是黑猪儿呀,难道中奖了？一直这个界面几个小事，唉?,1,1
此名称重复丶,地下这道印怎么说,1,1
嘉***敦,被站点擅自签收了，没见到货,1,1
jd_155233sml,闹矛盾时候屏幕有裂缝，后面才看到,1,1
136*****833,该手机没有插头，只有充电线，,1,1
jd_185315iko,打王者巨卡，掉帧,1,1
j***0,选的黑色，发个蓝色过来，也是个人才,1,1
QIYING929,使用时间20天，出现锁屏声音异常,1,1
今年就是今天,绿屏机，色盲售后，耽搁时间。,1,1
邶***誠,刚买到手就有活动降价了&hellip;瞬间不香了,1,1
jd_188780ycc,用了半个多月，直接开不了机，返厂维修,1,1
打怪兽的小果果,这才几天手机时你声音就坏了，没有任何征兆的，,1,1
jd_MqarTRnrTTzA,说是退换货，就是把手机寄回去，又给你寄回来，同一台手机,1,1
152*****555_p,不好 经常出现小毛病 总是点哪里都点不动,1,1
B***o,刚买就有200优惠，怎么事先也不说,1,1
sado1,没有想的那么好。两天就卡死机,1,1
jd_176351fxq,稍微用用就发烫 唉 不知道是京东的问题还是iphone品控不行了,1,1
j***c,并不好 打个电话直接卡关机了,1,1
炫***1,建议到官网买，以为京东次品多，还不让换,1,1
jd_183202lgl,不喜欢这款，问题太多了,1,1
j***3,啥破玩意儿，就有一根充电器,1,1
Q***R,刚买回来屏幕就有瑕疵,1,1
jd_131223yvy,没充电器怎么办？只有线,1,1
思***c,外形外观：为什么我们的盒子呢,1,1
jd_152323tnt,打开京东金融白条24期免息里面有***能减500多,1,1
三***i,刚买就有沙沙声耗电也快,1,1
pZaFYUZnZIUD,拍照有一点点的东西,1,1
黎***6,其他特色：网络卡的不要不要的拉机,1,1
p***2,电池续航好像有问题，12个小时就没电了,1,1
用幸福修改忧伤2000,一个月不到降200 ?吐了,1,1
韦***乾,质量问题，退货退款，退货退款,1,1
君如陌上川,没有充电头，晚上没电了,1,1
你老汉,才用一个用听筒就坏，只能返厂修,1,1
j***e,辣鸡，小问题一大堆,1,1
jd_180850nvc,网络差，网都上不了。,1,1
双***o,自带的软件连了网不显示画面感觉像山寨机,1,1
j***0,手机没有问题 卡是不好用的 也不给退,1,1
嫣***香,刚买不到一个月就降价了，感觉心塞。,1,1
鱼找鱼虾找虾丶,用了一个多月，绿屏还是如期而至??,1,1
把***德,连个充电头都没有,1,1
j***f,手机屏幕上有划痕，不给换货，,1,1
jd_181138bxz,没有配套充电器吗？,1,1
j***a,你们这产品差透了,1,1
j***c,挺差劲 有鬼影 拍照,1,1
jd_151898jajj,各位自行感受一下京东包装，恕我直言要不是为了快点拿到，不可能选京东的。呵呵。,1,1
宛***旦,跟我朋友在店里对比了下一样的设置屏显黄,1,1
j***5,朗读功能闪退，客服也是爱搭不理,1,1
UcvprZFCMmkM,六号拍说十六号发货，一直不发，还推诿扯皮。,1,1
j***z,刚买完就才几天就降价了？还不让申请价格保护！,1,1
a***3,差劲 会自动重启,1,1
K***3,绿屏但是京东售后不沟通就退回，霸王平台,1,1
j***a,从拿到手开始每天都蓝屏一次，几秒后恢复正常。不知道什么鬼,1,1
j***b,辣鸡京东品质、音量键没有反弹,1,1
j***Q,手机翻车了，绿屏。,1,1
花落美我,不高兴，买了就降价,1,1
中原0113,两台手机都是可以塞纸，服了。,1,1
jd_131709wjp,现在的苹果怎么越来越容易机身发热！,1,1
严红革,手机屏幕有一条划痕，申请退货不成功,1,1
j***f,音质有杂音，刚拿回来叫我去售后，,1,1
136*****451_p,新手机一打王者荣耀就发烫,1,1
寒心雨Ls,刚买的就出现这问题，普遍存在？,1,1
w***6,手机用了一天了，充电器都还没到，咋发货的呀,1,1
张***4,出现质量问题，不予解决！,1,1
jd_二宝儿238,连充电线的头都没有差差差差差,1,1
j***z,到货几天了这两个还不发货？问客服客服也不给明确回答。,1,1
j***b,通话不开免提没有声音,1,1
WL29099,包装简单的一批，就一个小纸盒，然后绿屏，emm,1,1
路宝丶,问题不断，京东自营也这么不靠谱,1,1
j***3,第一质量不行，第二功能有问题，,1,1
绝***澜,慎购，天天没信号，吃不消。,1,1
j***7,直接看图让我重新对京东有了新的看法合约期2年！,1,1
j***3,用了不到两个月，漆面拱起掉漆。,1,1
j***x,买的时候写次日达，结果送货送了3，4天，物流还放错地方。,1,1
j***仴,外表有刮痕，还新机呢？**,1,1
木***平,才买了一天，就降价两百，申请售后，无人理会,1,1
9二十一,破手机，拍照片都是黄的，,1,1
j***8,刚买的手机就死机,1,1
控欲i,信号丢失，无网络,1,1
x***n,手机突然绿屏了！！！！！,1,1
jddear明,屏幕和同事买的相比亮度低好多，感觉屏幕质量不行,1,1
s***h,手机屏幕颜色偏黄，不给换货，,1,1
Y***v,我就想知道这是什么意思？不是我的ID一直这样？,1,1
jd_135908jke,并没有多经验,1,1
糟蹋少年,这就是苹果12吗？卡死机？第三天就这样的情况？,1,1
纵***D,换购就是个骗局！,1,1
powermjg,怎么没发票！,1,1
叮***1,手机有点卡，新手机，尤其是拍***,1,1
发财红中aa,打个电话就断网 什么东西l,1,1
jd135557lwi,信号差，经常没网,1,1
7***m,手机才用一个月，就突然自动关机了,1,1
王道小牛,手机玩了半个多月这里的返回键不好用,1,1
猪肉白菜22,买手机也是个运气活。,1,1
jd_187322wew,总是没信号，没网,1,1
wu260330334,屏幕音效：屏幕发黄,1,1
j***o,发票开了一个月，以后不在京东买手机了,1,1
jd_134*****898,电池挣不到一天,1,1
j***n,19号买的加充电头加了159,1,1
崔***风,收到东西后买的套装连耳机都没有，怎么解决怎么解决,1,1
jd138541upw,刚买了，就降价,1,1
jd_5395014,买了就降价了,1,1
简爱鱼鱼,存在多方面质量问题,1,1
Lb庞姐,现在练充电插头都没有需要自己买,1,1
j***s,客服吊气哦。京东也吊,1,1
j***t,新手机刚拆开就发现摄像头里有脏毛毛,1,1
jd_150951bok,从此不再京东,1,1
j***1,才几天就降200价了,1,1
浪影月行,买的新手机，屏幕有小划痕,1,1
1***p,才买几天降价实在无语，也不退差价，**都有半个月保价,1,1
jd_188979tku,卡机 卡机 卡机 重要的事说三遍,1,1
Gg有点酷丶,买完就降价,1,1
耍铁秋,裸机，真的是裸机 啥也不送 啥也不是,1,1
大童小义SYH,降价50,1,1
j***l,还没用一天就有了手机卡重启的情况,1,1
j***0,信号不好，不如华为信号好,1,1
美好通信,不满意 买了两部一部是坏的不退,1,1
siri_lhr,谁买谁后悔,1,1
j***b,后悔在手机上买了，有什么问题咨询一下都没人，发票合格证都没有,1,1
j***9,拿到快递有拆封，充电漏电，在考虑要不要退货。,1,1
jd_321813860,没有充电器底座，只有一根线,1,1
jd_136502,不好用,1,1
j***6,外面都压坏了。,1,1
jd_173820qdz,居然还卡顿,1,1
我***的,手感不是很好,1,1
j***3,发热，关不了机,1,1
W***6,为什么新的手机需要密码？,1,1
Mattia123456789,产品收到后 后置镜头旁边有划痕,1,1
喜欢超有钱的人,开机就闪屏,1,1
**XutxibpIxr,跟11的比拍照颜色发黄，有色差。不知道咋办,1,1
b***w,买了就降300,1,1
jd_╭灯红酒926,买完就降价,1,1
阿***7,又降价了100,1,1
jd_189754ywn,感觉到手了用了不怎么好用,1,1
j***X,比实体店贵，实体店保护膜，壳，快充啥都有送,1,1
蚂***i,外形外观：屏幕缝隙都能插进去纸,1,1
151*****768,为什么没有充电器头，就一根线,1,1
YaoLei哈哈,还行吧，也就那样,1,1
B***q,刚用一会就岀现卡，游戏进不了、自己退出了，,1,1
x***正,从我寄出手机,1,1
我家宝宝是肖琴,买完两天就降价三百，,1,1
不负众望-过往云烟,充电口掉漆,1,1
骆驼祥子m,一般般，耗电快,1,1
j***5,绿屏，翻新机,1,1
I***i,打开软件时偶尔回闪退,1,1
j***1,充电手机发烫,1,1
l***n,没有数据线,1,1
cfYBfmrHcisF,来的时候外观就损坏了 叫了售后没人理,1,1
j***d,不要买都是坑,1,1
jd_135325kow,手机不好用,1,1
jd_137902tkj,第一次网上买这么差的。裸机而且比实体店贵。,1,1
jd_136371xhc,屏幕不时的触摸失灵 我吐了,1,1
jdsesamzfc,1电量差，2摄像内有异物3发热，,1,1
j***t,第一次用苹果手机，很&ldquo;不错&rdquo;的体验，开视频悬浮窗都没有，这钱花的&ldquo;值&rdquo;,1,1
j***1,不好用，整天蓝屏,1,1
j***4,待机时间：电池真的不给力呀,1,1
jd_158958nfl,不要买，玩王者荣耀卡到飞起,1,1
红色安静,一代不如一代了，质量差的没法说,1,1
死神的温柔,电池不抗用，正常用，用不了一天,1,1
jd_135800lyh,刚买回来第二天就这样了、苹果就这质量,1,1
ikAPEWqTIVXj,我都服了，刚买完没两天就做活动便宜300百块钱，真的不厚道,1,1
snowmanwin,看下京东的嘴脸，买到质量原因让我们自己检测,1,1
jd_185195zay,没客服 赠品少给一件,1,1
北***子,手机很不错 就是才买一周手机就便宜了300 降价速度太快了,1,1
PIBgWNMqmluD,为什么就用个破盒子包装好歹是个手机吧,1,1
慈悲喜舍8765,配个线还给充电器不配用 有退货的打算,1,1
jd_184394kjw,买了第二天就降价*。。。。。,1,1
j***7,前天收到的木有注意看昨天看到的找客服她还说过了反应时间了成功怀疑是不是二手差不多七千的手机价钱实体店一样还是选择安全吧,1,1
jd_137833rmy,客服回复都是敷衍了事，物流信息显示已经到站一天都没有安排配送。,1,1
jd_188336hbbr,苹果的还是不错就是连不上无线天天用流量,1,1
jd_784578191,一个月手机就坏了（屏幕偶然花屏）,1,1
馋***猫,产品有划痕，但是一直没人进行处理,1,1
jd_188075xph,苹果手机变成火果了，天气冷的时候可以当暖手宝宝了,1,1
c***v,手机背面有瑕疵,1,1
jd_185553shv,才用几天就这样我也是醉了！买了个砖头,1,1
s***o,发现外观上有掉漆，京东竟然不给处理，多次申请售后不予受理。,1,1
j***3,有时候突然黑屏，电池不够用！是不是被人家用过呀,1,1
jd_Rr001,手机本身没问题，京东平台以旧换新就是坑,1,1
s***部,包装里面有脏东西，怀疑不是正品。快递也不及时。,1,1
jd_180022uqy,售后问题没办法解决,1,1
jd_135101vfj,我12月25收到的，为什么激活时间是12月13号？,1,1
y***1,这颗星是给快递小哥的 感谢晚上8点多 还能把快递送来。 京东现在越来约垃圾。,1,1
j***e,没用多久 就锁屏键没弹性了,1,1
j***z,寄来不配充电器头我都不知道怎么充,1,1
徐世航,充满电需要3.4个小时,1,1
勤奋的小黑猪猪,还没怎么用，整个手机发热历害，什么情况啊,1,1
初心ing丶,出现阴阳屏且售后说没有问题,1,1
j***4,发给我个激活款 哈哈哈哈哈哈果然***,1,1
一卡青,运行速度：绿屏，打字卡顿。,1,1
美好通信,不满意买了两部 质量问题坏了一部,1,1
j***i,刚买来麦克风就有问题，寄回去一个星期了还没处理好,1,1
大狗汪汪汪wwq,刘海屏上方边缘有瑕疵，玻璃不贴合，有白边。,1,1
你会腻13,京东客服都联系不上。 只有人工智能 **,1,1
g***9,谨慎购买，系统不好用，出现触摸失灵的状况,1,1
jd_131216yaw,开增票无法赠京豆，这个应该在下单的时候就提示。,1,1
j***a,没耳塞，没冲电头。包装这么差。,1,1
Ahara梦原,别人都送无线电充电器这啥都没送哎不行呀。,1,1
j***S,连**连个充电器都不送。,1,1
jd_135181oda,新到手机连取卡器都没有，连插头都要自己买,1,1
A***久,外形外观：苹果边框有点磕碰 因为激活了退不了了,1,1
j***h,耗电特别快不值得大家入手,1,1
j***s,屏幕发黄，不建议大家入手,1,1
jd_138393tcb,外形外观：有损伤,1,1
jd_136281yhn,你们有充电插头吗，为什么只送线不送头子,1,1
jd_133291dtg,啥玩意 都有人撕毁了,1,1
j***t,网络信号差、手机发热、屏幕还有瑕疵、不要在这上面买,1,1
凉三啊,翻车，绿屏，以后还是实体店买吧,1,1
小劲GG,以后也不来京东买东西了，除了送货快，就是各种坑,1,1
王***9,信号比较差，电池不耐用，不建议购买,1,1
jd_187929fzx,刚用了不到一个星期就出问题了，手机没办法解锁，,1,1
j***q,服务态度差，音质不好，不值这个价钱,1,1
几凉暮叙,打游戏打着自己关机 好几次了 是不是组装机啊,1,1
180*****988_p,感觉不好，配件不齐全,1,1
dondiongdon,客服没屁用，啥也不会,1,1
jd_181301dii,京东欺诈客户。在自营买手机送人。只发一个数据线给别人。,1,1
j***P,激活时间和我正确激活时间相差十几二十多天,1,1
星云心,用了两天，摄像头掉漆，不给售后，给想买的一个参考。,1,1
雪儿开心果,一条充电线拿环保说事,1,1
你的承诺ne-497,什么都没送，充电的头啊什么的，别的店都有，还不退,1,1
kyle_ke,拆箱后发现标签损毁,1,1
唔西迪西叽叽叽,我能说没有华为好用吗？感觉怪怪的 还是实体店好一点,1,1
Jiehas,为什么我的开机时间是1月3号呢。我今天才开机,1,1
#NAME?,外形外观：差运行速度：差屏幕音效：差待机时间：差拍照效果：差,1,1
jd188252dtl,数据线有问题也不给换，还要都送回去检测，没有效率,1,1
jd_176309zzb,为什么我的12声音识别闪退，不好,1,1
j***d,假货，兄弟们不要买，我留我的电话号码，***********，,1,1
j***2,玩5分钟小游戏，烫的可怕。,1,1
j***6,耗电快得要命，信号差得要死,1,1
z***1,打王者荣耀断触，偶尔闪屏，这是什么鬼,1,1
jd_176013pok,用着时不时就卡顿，检测说没问题，退都退不了,1,1
啵***丫,屏幕音效：绿毛龟,1,1
j***e,喇叭有时候 有问题 沙沙响,1,1
jd151365mzx,应该扔了不少次吧?,1,1
3q4q,手机不好用客服态度不好一直拖不给退货还说没问题一直也不和你联系,1,1
八九clown,绿屏，绿到发慌，而且有时间还卡屏了,1,1
爱为伊人,买个手机 就直接放货架，不让当面确认，也不告知一声。这快递没责任心,1,1
Gonna_,屏幕音效：辣鸡屏幕怎么设置都偏黄,1,1
jd_139810vqs,外形外观：新手机后面就有瑕疵，拆开又不能退换，发货之前都不会检查的吗？,1,1
j***6,充电器没配，让我回来又在网上买了一个，好几天才发回来,1,1
jd_150827yqb,啥玩意充电器都没得搞卵吗？,1,1
JJ9890,12是真的差，花屏+上角屏幕失灵，奉劝大家别再网上买手机,1,1
jd_189746tet,买的时候上面写的赠品，到手赠品就没了。还说已订单为准。订单上啥也没有了。生气,1,1
j***e,手机绿屏这个问题 怎么解决？确是是绿了,1,1
哈刘小胖儿,啊 刚买的白条还没还就丢了.生气?,1,1
h***阳,拍照效果很好，我很满意，不给退，换,1,1
j***2,手机刚打开就这样，,1,1
o***o,不是媳妇非要，真不想买苹果。。。。。。。。。。。。。。,1,1
廖增海,不好用，网络真的差的一批，,1,1
j***A,买的快充套餐手机到了快充头没看到居然也显示签收了也是醉了,1,1
大又圆男子汉,传说中的绿屏被我遇到了，珍**运气好！**,1,1
jd_177755men,下单的时候说主产品到了之后就要发放配送的流量卡和手机屏保结果收到手机以后什么都没有送，然后找客服客服说没有送的只有裸机。,1,1
流沙紫晶,她这个退换服务，我原件退回去，我快充套装本来的充电器不见了,1,1
段英俊,之前买的苹果笔记本色差太大,1,1
卓***贤,才买一个月人脸解锁就用不起了。花这么多钱是不是买到假货了！???,1,1
jd_131468mia,刚买一个月就出毛病了,1,1
jd_137192txy,手机没用到15天屏幕上方模糊显示看不清,1,1
jd_136248fix,将近七千块钱的手机连个充电器都不带。,1,1
jd_185003swaw,手机电池不耐用，一天都用不到，其他还行,1,1
戈多多呀,说好的京东白条12期免息 后面竟然收手续费 还不通知本人,1,1
步美顺顺,12就是不爽，电池也不抗用，建议不要买12,1,1
权***鱼,不错不错，就是没得适配器，还是给个差评，配送时间钓鱼试，说好的结果晚了几天。,1,1
小阿洋和北方,插入双卡单卡显示无服务！刚买不到一天！！,1,1
j***Z,这个就是个假东西 花这么多钱 买一个坏的 为了也不理,1,1
jd_177081com,多收我200远，没让我**,1,1
赵***啊,用了十几天 出现一次黑屏 两次相机卡死,1,1
wei低调,京东给了个坑～我没看清楚就进了&hellip;&hellip;下单要小心看清楚了,1,1
j***j,其他特色：服务态度问题，客服说一套做一套，售后可以退货，京东打电话又说不可以，真的是气愤?,1,1
蓝色的眼泪0123,一般，充满电，管不了一天,1,1
J***3,低价**一台苹果12手机，插卡后可能不读卡。想要的私聊。,1,1
jd_185210wui,居然买手机没有充电器头子，想赚钱想疯了,1,1
j***b,性价比不高 需要推机,1,1
j***h,什么都不送，起码送个耳机把？,1,1
j***2,拍照效果：拍照效果 有瑕疵，京东购买有问题不给你退，,1,1
j***1,质量一般般，质量一般般，声音有点问题，可能为实体店好。,1,1
136*****548_p,包装破损，哎，心里不爽,1,1
ooTcUshiDfUV,才用两天音量?就坏了这质量建议别买,1,1
O***B,半个月降价200什么意思,1,1
uXzmeWtOyjcH,第一次买，就一个手机，晕死还得另外买充电器,1,1
jd_139405fmbe,辣鸡手机，才用几天啊，就这样了啊，是不是翻新机啊,1,1
如***梵,充电器都没有，这么不关心中国消费者,1,1
j***k,下载东西下不了，服务态度不好，还不给退款，一直让我等，快半个月没有说法，我要打电话投诉,1,1
j***0,说好的有无线充电结果什么都没有,1,1
j***夸,今天到货 打开王者荣耀 卡重启两次 体验非常棒,1,1
j***鱼,信号是短板，人一多手机就没网。能不能上点心，你是业界标杆啊。自己要把自己玩没啊。,1,1
龚子鑫,手机质量有问题,1,1
jd_134302hgb,奶奶的几千块钱买台手机，充电头也没有。叫我用啥充电靠,1,1
难受嘛,干的漂亮这快递,1,1
ailin7212,屏幕音效：屏幕颜色不正常偏黄,1,1
****混,**了，屏幕有黄点，激活了，怎么办，啊啊啊啊！,1,1
j***s,不好的体验刚拿回来系统就有问题还不同意退换,1,1
姜青阳,手机没问题，但是做虚假宣传，赠送手机卡说是19元每月，实际收到卡后是49,1,1
jd_176402vlr,刚买了9天就掉了200 价格保护也说过期了。不给补差价。,1,1
孟琪0,信号差，动不动就无服务,1,1
M***4,晚上突然两次屏幕发绿的厉害翻车了？,1,1
叫***姐,6000多块的手机连个钢化膜都不送。还有手机壳都没有,1,1
p***r,收到快递时外包装这样子，心情不好，还是原价买的，这会没过多久降200元,1,1
wz王铸,苹果12没有苹果13香期待13,1,1
NNelo,其他特色：没得特色，不送充电器不送耳机,1,1
jd_182766kizn,有DIY手机壳都没寄，都不懂去哪里找谁,1,1
jd_188118kfw,外形外观：掉漆，非常难受?,1,1
j***7,外形外观：屏幕白,1,1
张***依,不怎么样 发热严重,1,1
b***2,刚买的手机就卡着，连机都关不了,1,1
j***7,屏幕的字会有双影,1,1
tqb139*****171,不太好，用了两天死机四五次！晕乎乎的！,1,1
j***s,苹果手机果然是越做越差了，使用手感蛮差的，不如另外一部某品牌安卓旗舰,1,1
战***尊,屏幕出现问题，，京东一直不管。。。最后连个电话也不打了,1,1
j***6,咨询问题不会 直接拉黑,1,1
jd_188697cdt,不知道你们买的怎么样，反正我是买了个暖手宝，退也退不了,1,1
j***B,网上说得好听7天无理由退货结果退货的时候就说不能退了,1,1
时***1,没有提醒没有充电器，耽误使用,1,1
f***1,出货单信息错误,1,1
斛兔,外形外观：手机音量键一高一低，音量+摁下去有点肉,1,1
小远子啊啊啊,手机还行 我买公开版能使用***再单独买一个无线充 比买套餐便宜200块 这不是坑人吗,1,1
j***f,充电发热，还没玩多久就开始发热,1,1
jd_135306mev,不建议大家购买，一晚的待机时间能达到20-30%,1,1
王***W,依旧换新都是套路,1,1
龙背上的骑兵-尹志平,买错颜色不给换，,1,1
大兴老张,服务态度很恶劣,1,1
caijuan小菜菜,手机蓝牙有问题，连接车载蓝牙容易断还卡,1,1
RXQ135*****840,这是我买了那么多个手机遇到过最扎心的事，还不能退,1,1
wyb_非诚勿扰,有些地方网络好差，基本为无,1,1
j***g,这个反应那么慢。打字都会卡。感觉买到了假货,1,1
1***b,绿屏，重叠！买过最有明显问题的手机,1,1
j***9,刮刮乐 整个暖屏 颜色偏黄,1,1
wiky22,这才1个月把。就卡来黑屏 点都点不动 呵呵,1,1
jd_187628ydt,不满意，没有想象的好,1,1
纪***9,感觉不是很好，手机上边框上还有污渍，一次不愉快的购物,1,1
郭文彬wxl,感觉没有太大的惊喜，也就一般,1,1
他***辰,手机很好，1星是给到京东旗舰店，没有货还安排预购抢购,1,1
雷***2,刚激活苹果手机，进去页面是别人的账号,1,1
有钱就是好挥霍,运行速度：经常死机,1,1
j***R,为什么苹果十二是单卡，不是双卡双待嘛,1,1
j***a,机器有问题,1,1
一一一一一一娃,网速不知道咋了，糟糕,1,1
j***G,乖乖来让我如何相信，联系客服没有人搭理都是机器人回复,1,1
j***1,今天才收到货 去设置一下手机就出现蓝屏,1,1
老***美,二手机,1,1
j***4,搞不好,1,1
风景如画----,屏幕发黄，，原彩关了的,1,1
j***n,屏幕绿,1,1
路过的陈某人,绿屏,1,1
jd_152092czc,开机屏幕闪绿,1,1
一***d,不建议入手,1,1
glgADmBhXaTh,一般般。几千块的东西。连耳机充电头都没有,1,1
1***p,手机出现死机卡屏画屏，售后还说么问题,1,1
j***u,运行速度：有点瑕疵 激活了不给退了,1,1
JD阿博tut,京东平台卖官翻机，还不让退卖，强买强卖!个人建议大家不要买,1,1
